action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,opponent,month,time_remaining,home_play
Running Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,3,656,0
Jump Shot,Jump Shot,"(-90.64, -70.72]","(-10.6, 22.8]",3,0,2000-01,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,ATL,3,602,0
Alley Oop Layup shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,3,416,0
Jump Shot,Jump Shot,"(28.88, 48.8]","(22.8, 56.2]",3,0,2000-01,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,ATL,3,316,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(22.8, 56.2]",3,0,2000-01,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,ATL,3,243,0
Jump Shot,Jump Shot,"(-30.88, -10.96]","(22.8, 56.2]",3,0,2000-01,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,ATL,3,212,0
Jump Shot,Jump Shot,"(-50.8, -30.88]","(-10.6, 22.8]",4,0,2000-01,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,ATL,3,558,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,3,102,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,3,96,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(-10.6, 22.8]",4,0,2000-01,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,ATL,3,74,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,ATL,3,38,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(123.0, 156.4]",4,0,2000-01,15,0.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,ATL,3,0,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(89.6, 123.0]",1,0,2000-01,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIL,3,624,0
Jump Shot,Jump Shot,"(48.8, 68.72]","(-10.6, 22.8]",1,0,2000-01,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIL,3,538,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(189.8, 223.2]",1,0,2000-01,20,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIL,3,439,0
Jump Shot,Jump Shot,"(108.56, 128.48]","(22.8, 56.2]",1,0,2000-01,13,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIL,3,186,0
Jump Shot,Jump Shot,"(28.88, 48.8]","(156.4, 189.8]",2,0,2000-01,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIL,3,507,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIL,3,462,0
Alley Oop Layup shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIL,3,138,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(-10.6, 22.8]",2,0,2000-01,9,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIL,3,73,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(56.2, 89.6]",3,0,2000-01,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,MIL,3,549,0
Jump Shot,Jump Shot,"(88.64, 108.56]","(89.6, 123.0]",3,0,2000-01,13,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIL,3,475,0
Jump Shot,Jump Shot,"(-110.56, -90.64]","(22.8, 56.2]",3,0,2000-01,11,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIL,3,288,0
Jump Shot,Jump Shot,"(128.48, 148.4]","(22.8, 56.2]",3,0,2000-01,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIL,3,272,0
Running Jump Shot,Jump Shot,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIL,3,568,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(156.4, 189.8]",1,0,2000-01,16,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,NYK,4,566,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(223.2, 256.6]",1,0,2000-01,26,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,NYK,4,299,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(256.6, 290.0]",1,0,2000-01,28,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,NYK,4,145,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(89.6, 123.0]",1,0,2000-01,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,NYK,4,93,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(22.8, 56.2]",1,0,2000-01,11,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,4,648,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(-10.6, 22.8]",1,0,2000-01,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,4,647,1
Jump Shot,Jump Shot,"(148.4, 168.32]","(89.6, 123.0]",1,0,2000-01,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,PHX,4,392,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(123.0, 156.4]",1,0,2000-01,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,4,359,1
Running Jump Shot,Jump Shot,"(128.48, 148.4]","(89.6, 123.0]",1,0,2000-01,17,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,PHX,4,309,1
Turnaround Jump Shot,Jump Shot,"(-150.4, -130.48]","(-10.6, 22.8]",2,0,2000-01,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,4,210,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(22.8, 56.2]",2,0,2000-01,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,4,111,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(22.8, 56.2]",3,0,2000-01,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,4,454,1
Jump Shot,Jump Shot,"(168.32, 188.24]","(-10.6, 22.8]",3,0,2000-01,16,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,PHX,4,326,1
Jump Shot,Jump Shot,"(-50.8, -30.88]","(189.8, 223.2]",3,0,2000-01,19,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,PHX,4,126,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(89.6, 123.0]",3,0,2000-01,17,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,4,14,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(56.2, 89.6]",4,0,2000-01,15,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,4,661,1
Running Jump Shot,Jump Shot,"(108.56, 128.48]","(123.0, 156.4]",1,0,2000-01,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,4,625,1
Jump Shot,Jump Shot,"(-10.96, 8.96]","(56.2, 89.6]",1,0,2000-01,5,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,MIN,4,548,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(123.0, 156.4]",1,0,2000-01,18,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,4,510,1
Slam Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,4,444,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(89.6, 123.0]",1,0,2000-01,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,4,305,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,4,282,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(89.6, 123.0]",1,0,2000-01,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,4,248,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(123.0, 156.4]",1,0,2000-01,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,MIN,4,84,1
Running Jump Shot,Jump Shot,"(88.64, 108.56]","(123.0, 156.4]",2,0,2000-01,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,MIN,4,633,1
Jump Shot,Jump Shot,"(-30.88, -10.96]","(89.6, 123.0]",3,0,2000-01,10,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,4,637,1
Jump Shot,Jump Shot,"(-10.96, 8.96]","(123.0, 156.4]",3,0,2000-01,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,MIN,4,563,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,4,497,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(89.6, 123.0]",3,0,2000-01,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,4,470,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(-10.6, 22.8]",3,0,2000-01,12,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,4,313,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(-10.6, 22.8]",3,0,2000-01,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,MIN,4,279,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,4,178,1
Jump Shot,Jump Shot,"(-30.88, -10.96]","(189.8, 223.2]",3,0,2000-01,19,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,MIN,4,156,1
Running Jump Shot,Jump Shot,"(-130.48, -110.56]","(-44.835, -10.6]",3,0,2000-01,12,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,MIN,4,123,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,4,92,1
Turnaround Jump Shot,Jump Shot,"(28.88, 48.8]","(123.0, 156.4]",3,0,2000-01,13,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,MIN,4,64,1
Jump Shot,Jump Shot,"(148.4, 168.32]","(-10.6, 22.8]",3,0,2000-01,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,MIN,4,30,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,MIN,4,566,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(156.4, 189.8]",1,0,2000-01,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,POR,4,322,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(-44.835, -10.6]",2,0,2000-01,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,POR,4,609,1
Jump Shot,Jump Shot,"(8.96, 28.88]","(256.6, 290.0]",2,0,2000-01,27,0.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,POR,4,578,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,4,491,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,4,70,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,4,1,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(189.8, 223.2]",3,0,2000-01,21,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,POR,4,633,1
Jump Shot,Jump Shot,"(-70.72, -50.8]","(123.0, 156.4]",3,0,2000-01,15,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,POR,4,431,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,4,414,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,4,358,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,4,262,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(123.0, 156.4]",3,0,2000-01,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,POR,4,197,1
Jump Shot,Jump Shot,"(-10.96, 8.96]","(89.6, 123.0]",3,0,2000-01,11,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,POR,4,0,1
Jump Shot,Jump Shot,"(228.08, 248.0]","(-10.6, 22.8]",4,0,2000-01,24,0.0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,POR,4,705,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,4,288,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(89.6, 123.0]",4,0,2000-01,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,POR,4,237,1
Jump Shot,Jump Shot,"(-110.56, -90.64]","(-10.6, 22.8]",4,0,2000-01,10,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,POR,4,190,1
Running Jump Shot,Jump Shot,"(148.4, 168.32]","(123.0, 156.4]",1,0,2000-01,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,DEN,4,446,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(223.2, 256.6]",1,0,2000-01,26,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,DEN,4,351,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,4,458,1
Jump Shot,Jump Shot,"(-50.8, -30.88]","(22.8, 56.2]",2,0,2000-01,6,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,DEN,4,351,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2000-01,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,4,315,1
Jump Shot,Jump Shot,"(-150.4, -130.48]","(-10.6, 22.8]",3,0,2000-01,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,DEN,4,663,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,4,386,1
Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2000-01,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,DEN,4,365,1
Jump Shot,Jump Shot,"(-170.32, -150.4]","(-10.6, 22.8]",3,0,2000-01,16,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,DEN,4,258,1
Jump Shot,Jump Shot,"(168.32, 188.24]","(189.8, 223.2]",3,0,2000-01,25,0.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,DEN,4,199,1
Jump Shot,Jump Shot,"(-90.64, -70.72]","(156.4, 189.8]",1,0,2001-02,18,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,POR,10,634,1
Running Jump Shot,Jump Shot,"(68.72, 88.64]","(123.0, 156.4]",1,0,2001-02,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,POR,10,606,1
Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,10,582,1
Jump Shot,Jump Shot,"(28.88, 48.8]","(123.0, 156.4]",1,0,2001-02,13,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,POR,10,474,1
Jump Shot,Jump Shot,"(68.72, 88.64]","(-10.6, 22.8]",1,0,2001-02,7,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,POR,10,381,1
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,10,350,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(156.4, 189.8]",1,0,2001-02,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,POR,10,37,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,10,621,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(89.6, 123.0]",2,0,2001-02,14,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,POR,10,258,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,10,48,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2001-02,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,10,4,1
Jump Shot,Jump Shot,"(148.4, 168.32]","(-10.6, 22.8]",3,0,2001-02,16,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,POR,10,658,1
Reverse Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,10,533,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2001-02,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,10,446,1
Jump Shot,Jump Shot,"(28.88, 48.8]","(89.6, 123.0]",3,0,2001-02,9,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,POR,10,321,1
Reverse Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2001-02,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,10,191,1
Alley Oop Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,10,36,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(189.8, 223.2]",3,0,2001-02,25,1.0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,POR,10,3,1
Jump Shot,Jump Shot,"(188.24, 208.16]","(89.6, 123.0]",4,0,2001-02,21,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,POR,10,333,1
Slam Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,POR,10,187,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(123.0, 156.4]",1,0,2001-02,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,11,514,0
Jump Shot,Jump Shot,"(-130.48, -110.56]","(156.4, 189.8]",1,0,2001-02,21,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,11,475,0
Jump Shot,Jump Shot,"(-30.88, -10.96]","(189.8, 223.2]",1,0,2001-02,20,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,UTA,11,318,0
Jump Shot,Jump Shot,"(-110.56, -90.64]","(223.2, 256.6]",2,0,2001-02,24,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,11,698,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,11,624,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(156.4, 189.8]",2,0,2001-02,17,0.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,UTA,11,299,0
Jump Shot,Jump Shot,"(168.32, 188.24]","(-10.6, 22.8]",3,0,2001-02,18,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,UTA,11,582,0
Jump Shot,Jump Shot,"(-10.96, 8.96]","(123.0, 156.4]",3,0,2001-02,14,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,UTA,11,410,0
Jump Shot,Jump Shot,"(148.4, 168.32]","(123.0, 156.4]",3,0,2001-02,20,0.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,UTA,11,372,0
Jump Shot,Jump Shot,"(-190.24, -170.32]","(-10.6, 22.8]",3,0,2001-02,17,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,UTA,11,151,0
Jump Shot,Jump Shot,"(168.32, 188.24]","(-44.835, -10.6]",3,0,2001-02,18,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,UTA,11,98,0
Alley Oop Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",3,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,11,47,0
Jump Shot,Jump Shot,"(188.24, 208.16]","(-44.835, -10.6]",3,0,2001-02,19,0.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,UTA,11,24,0
Jump Shot,Jump Shot,"(8.96, 28.88]","(223.2, 256.6]",3,0,2001-02,24,1.0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,UTA,11,2,0
Jump Shot,Jump Shot,"(-150.4, -130.48]","(223.2, 256.6]",4,0,2001-02,26,0.0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,UTA,11,619,0
Jump Shot,Jump Shot,"(-190.24, -170.32]","(-44.835, -10.6]",4,0,2001-02,18,0.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,UTA,11,596,0
Running Jump Shot,Jump Shot,"(-50.8, -30.88]","(22.8, 56.2]",4,0,2001-02,4,0.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,UTA,11,276,0
Jump Shot,Jump Shot,"(-150.4, -130.48]","(-44.835, -10.6]",4,0,2001-02,14,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,UTA,11,94,0
Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,11,608,1
Driving Dunk Shot,Dunk,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,11,428,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",2,0,2001-02,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,11,604,1
Running Jump Shot,Jump Shot,"(-10.96, 8.96]","(22.8, 56.2]",3,0,2001-02,5,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,PHX,11,628,1
Jump Shot,Jump Shot,"(128.48, 148.4]","(89.6, 123.0]",3,0,2001-02,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,11,607,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(156.4, 189.8]",3,0,2001-02,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,PHX,11,225,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,11,539,1
Running Jump Shot,Jump Shot,"(68.72, 88.64]","(56.2, 89.6]",4,0,2001-02,10,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,PHX,11,429,1
Jump Shot,Jump Shot,"(-110.56, -90.64]","(-10.6, 22.8]",4,0,2001-02,9,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,PHX,11,400,1
Tip Shot,Tip Shot,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2001-02,0,0.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,11,393,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",4,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,PHX,11,373,1
Driving Layup Shot,Layup,"(-10.96, 8.96]","(-10.6, 22.8]",1,0,2001-02,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,UTA,11,449,1
Jump Shot,Jump Shot,"(108.56, 128.48]","(89.6, 123.0]",1,0,2001-02,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,UTA,11,406,1
Turnaround Jump Shot,Jump Shot,"(68.72, 88.64]","(123.0, 156.4]",1,0,2001-02,15,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,UTA,11,118,1
Jump Shot,Jump Shot,"(88.64, 108.56]","(89.6, 123.0]",2,0,2001-02,15,0.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,UTA,11,662,1
Turnaround Jump Shot,Jump Shot,"(128.48, 148.4]","(-10.6, 22.8]",2,0,2001-02,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,UTA,11,506,1
Jump Shot,Jump Shot,"(-110.56, -90.64]","(89.6, 123.0]",2,0,2001-02,13,0.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,UTA,11,371,1
Jump Shot,Jump Shot,"(-130.48, -110.56]","(189.8, 223.2]",2,0,2001-02,22,0.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,UTA,11,295,1
